DataYear,Testname,TestDate,DistrictNumber,DistrictType,SchoolNumber,DistrictName,SchoolName,Grade,Subject,ReportOrder,ReportCategory,ReportDescription,Filtered,CountTested,CountLevel1,CountLevel2,CountLevel3,CountLevel4,CountLevel5,PercentLevel1,PercentLevel2,PercentLevel3,PercentLevel4,PercentLevel5,AverageScore,AverageScorePrompt1,AverageScorePrompt2,AverageScorePrompt3,AverageScorePrompt4,SchoolClassification,GradeEnrollment,K12Enrollment,FilterThreshold,PublicSchool,index,City,District,School
03-04,MCA,03/15/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",5,M,9,"Special Education","Receiving Special Education Services",Y,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,18,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,03/15/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",5,M,10,"Limited English Proficient","Eligible for LEP Services",Y,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,18,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,03/15/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",5,M,11,EconomicStatus,"Eligible for Free/Reduced Priced Meals",N,10,7,1,0,2,0,70,10,0,20,0,1265,NULL,NULL,NULL,NULL,10,18,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,03/15/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",5,M,12,"Student Stability","Enrolled in Same School On October 1",N,13,8,2,0,3,0,61.54,15.38,0,23.08,0,1285.38,NULL,NULL,NULL,NULL,10,18,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,03/09/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",5,R,1,"All Categories","All Students",N,14,7,4,1,1,1,50,28.57,7.14,7.14,7.14,1295.71,NULL,NULL,NULL,NULL,10,18,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,03/09/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",5,R,4,Race/Ethnicity,3-Hispanic,N,13,6,4,1,1,1,46.15,30.77,7.69,7.69,7.69,1303.08,NULL,NULL,NULL,NULL,10,18,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,03/09/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",5,R,5,Race/Ethnicity,4-Black,Y,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,18,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,03/09/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",5,R,7,Gender,Male,Y,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,18,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,03/09/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",5,R,8,Gender,Female,Y,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,18,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,03/09/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",5,R,9,"Special Education","Receiving Special Education Services",Y,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,18,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,03/09/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",5,R,10,"Limited English Proficient","Eligible for LEP Services",Y,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,18,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,03/09/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",5,R,11,EconomicStatus,"Eligible for Free/Reduced Priced Meals",N,11,5,4,1,1,0,45.45,36.36,9.09,9.09,0,1276.36,NULL,NULL,NULL,NULL,10,18,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,03/09/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",5,R,12,"Student Stability","Enrolled in Same School On October 1",N,14,7,4,1,1,1,50,28.57,7.14,7.14,7.14,1295.71,NULL,NULL,NULL,NULL,10,18,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,03/11/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",5,W,1,"All Categories","All Students",N,14,4,6,0,4,0,28.57,42.86,0,28.57,0,NULL,1476,995,1233.33,1100,10,18,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,03/11/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",5,W,4,Race/Ethnicity,3-Hispanic,N,13,4,5,0,4,0,30.77,38.46,0,30.77,0,NULL,1476,995,1220,1100,10,18,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,03/11/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",5,W,5,Race/Ethnicity,4-Black,Y,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,18,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,03/11/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",5,W,7,Gender,Male,Y,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,18,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,03/11/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",5,W,8,Gender,Female,Y,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,18,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,03/11/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",5,W,9,"Special Education","Receiving Special Education Services",Y,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,18,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,03/11/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",5,W,10,"Limited English Proficient","Eligible for LEP Services",Y,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,18,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,03/11/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",5,W,11,EconomicStatus,"Eligible for Free/Reduced Priced Meals",N,11,3,5,0,3,0,27.27,45.45,0,27.27,0,NULL,1422.5,995,1240,1106.67,10,18,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,03/11/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",5,W,12,"Student Stability","Enrolled in Same School On October 1",N,14,4,6,0,4,0,28.57,42.86,0,28.57,0,NULL,1476,995,1233.33,1100,10,18,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,01/14/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",7,M,1,"All Categories","All Students",N,15,7,4,4,0,0,46.67,26.67,26.67,0,0,1352.2,NULL,NULL,NULL,NULL,10,23,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,01/14/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",7,M,4,Race/Ethnicity,3-Hispanic,N,13,6,3,4,0,0,46.15,23.08,30.77,0,0,1350.92,NULL,NULL,NULL,NULL,10,23,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,01/14/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",7,M,5,Race/Ethnicity,4-Black,Y,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,23,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,01/14/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",7,M,6,Race/Ethnicity,5-White,Y,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,23,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,01/14/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",7,M,7,Gender,Male,Y,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,23,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,01/14/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",7,M,8,Gender,Female,Y,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,23,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,01/14/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",7,M,9,"Special Education","Receiving Special Education Services",Y,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,23,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,01/14/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",7,M,10,"Limited English Proficient","Eligible for LEP Services",Y,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,23,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,01/14/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",7,M,11,EconomicStatus,"Eligible for Free/Reduced Priced Meals",N,14,6,4,4,0,0,42.86,28.57,28.57,0,0,1357,NULL,NULL,NULL,NULL,10,23,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,01/14/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",7,M,12,"Student Stability","Enrolled in Same School On October 1",N,15,7,4,4,0,0,46.67,26.67,26.67,0,0,1352.2,NULL,NULL,NULL,NULL,10,23,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,01/14/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",7,M,13,MigrantStatus,"Eligible for Migrant Services",Y,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,23,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,01/13/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",7,R,1,"All Categories","All Students",N,15,7,5,2,1,0,46.67,33.33,13.33,6.67,0,1329.47,NULL,NULL,NULL,NULL,10,23,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,01/13/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",7,R,4,Race/Ethnicity,3-Hispanic,N,13,6,5,1,1,0,46.15,38.46,7.69,7.69,0,1328.46,NULL,NULL,NULL,NULL,10,23,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,01/13/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",7,R,5,Race/Ethnicity,4-Black,Y,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,23,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,01/13/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",7,R,6,Race/Ethnicity,5-White,Y,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,23,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,01/13/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",7,R,7,Gender,Male,Y,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,23,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,01/13/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",7,R,8,Gender,Female,Y,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,23,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,01/13/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",7,R,9,"Special Education","Receiving Special Education Services",Y,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,23,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,01/13/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",7,R,10,"Limited English Proficient","Eligible for LEP Services",Y,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,23,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,01/13/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",7,R,11,EconomicStatus,"Eligible for Free/Reduced Priced Meals",N,14,6,5,2,1,0,42.86,35.71,14.29,7.14,0,1333.64,NULL,NULL,NULL,NULL,10,23,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,01/13/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",7,R,12,"Student Stability","Enrolled in Same School On October 1",N,15,7,5,2,1,0,46.67,33.33,13.33,6.67,0,1329.47,NULL,NULL,NULL,NULL,10,23,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,01/13/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",7,R,13,MigrantStatus,"Eligible for Migrant Services",Y,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,23,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,03/09/2004,4075,7,10,"AVALON SCHOOL                      ","AVALON SCHOOL                      ",10,R,1,"All Categories","All Students",N,34,0,1,12,18,3,0,2.94,35.29,52.94,8.82,1697.94,NULL,NULL,NULL,NULL,32,40,128,9,Y,219,"Saint Paul","AVALON SCHOOL","AVALON SCHOOL"
03-04,MCA,03/09/2004,4075,7,10,"AVALON SCHOOL                      ","AVALON SCHOOL                      ",10,R,2,Race/Ethnicity,"1-American Indian",Y,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32,40,128,9,Y,219,"Saint Paul","AVALON SCHOOL","AVALON SCHOOL"
03-04,MCA,03/09/2004,4075,7,10,"AVALON SCHOOL                      ","AVALON SCHOOL                      ",10,R,3,Race/Ethnicity,"2-Asian / Pacific Islander",Y,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32,40,128,9,Y,219,"Saint Paul","AVALON SCHOOL","AVALON SCHOOL"
03-04,MCA,03/09/2004,4075,7,10,"AVALON SCHOOL                      ","AVALON SCHOOL                      ",10,R,4,Race/Ethnicity,3-Hispanic,Y,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32,40,128,9,Y,219,"Saint Paul","AVALON SCHOOL","AVALON SCHOOL"
03-04,MCA,03/09/2004,4075,7,10,"AVALON SCHOOL                      ","AVALON SCHOOL                      ",10,R,5,Race/Ethnicity,4-Black,Y,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32,40,128,9,Y,219,"Saint Paul","AVALON SCHOOL","AVALON SCHOOL"
03-04,MCA,03/09/2004,4075,7,10,"AVALON SCHOOL                      ","AVALON SCHOOL                      ",10,R,6,Race/Ethnicity,5-White,N,26,0,1,9,13,3,0,3.85,34.62,50,11.54,1703.08,NULL,NULL,NULL,NULL,32,40,128,9,Y,219,"Saint Paul","AVALON SCHOOL","AVALON SCHOOL"
03-04,MCA,03/09/2004,4075,7,10,"AVALON SCHOOL                      ","AVALON SCHOOL                      ",10,R,7,Gender,Male,N,15,0,1,5,7,2,0,6.67,33.33,46.67,13.33,1694.67,NULL,NULL,NULL,NULL,32,40,128,9,Y,219,"Saint Paul","AVALON SCHOOL","AVALON SCHOOL"
03-04,MCA,03/09/2004,4075,7,10,"AVALON SCHOOL                      ","AVALON SCHOOL                      ",10,R,8,Gender,Female,N,19,0,0,7,11,1,0,0,36.84,57.89,5.26,1700.53,NULL,NULL,NULL,NULL,32,40,128,9,Y,219,"Saint Paul","AVALON SCHOOL","AVALON SCHOOL"
03-04,MCA,03/09/2004,4075,7,10,"AVALON SCHOOL                      ","AVALON SCHOOL                      ",10,R,9,"Special Education","Receiving Special Education Services",Y,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32,40,128,9,Y,219,"Saint Paul","AVALON SCHOOL","AVALON SCHOOL"
03-04,MCA,03/09/2004,4075,7,10,"AVALON SCHOOL                      ","AVALON SCHOOL                      ",10,R,12,"Student Stability","Enrolled in Same School On October 1",N,29,0,1,10,15,3,0,3.45,34.48,51.72,10.34,1701.03,NULL,NULL,NULL,NULL,32,40,128,9,Y,219,"Saint Paul","AVALON SCHOOL","AVALON SCHOOL"
03-04,MCA,03/09/2004,4075,7,10,"AVALON SCHOOL                      ","AVALON SCHOOL                      ",11,M,1,"All Categories","All Students",N,46,2,11,21,10,2,4.35,23.91,45.65,21.74,4.35,1547.83,NULL,NULL,NULL,NULL,32,40,128,9,Y,219,"Saint Paul","AVALON SCHOOL","AVALON SCHOOL"
03-04,MCA,03/09/2004,4075,7,10,"AVALON SCHOOL                      ","AVALON SCHOOL                      ",11,M,2,Race/Ethnicity,"1-American Indian",Y,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32,40,128,9,Y,219,"Saint Paul","AVALON SCHOOL","AVALON SCHOOL"
03-04,MCA,03/09/2004,4075,7,10,"AVALON SCHOOL                      ","AVALON SCHOOL                      ",11,M,3,Race/Ethnicity,"2-Asian / Pacific Islander",Y,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32,40,128,9,Y,219,"Saint Paul","AVALON SCHOOL","AVALON SCHOOL"
03-04,MCA,03/09/2004,4075,7,10,"AVALON SCHOOL                      ","AVALON SCHOOL                      ",11,M,4,Race/Ethnicity,3-Hispanic,Y,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32,40,128,9,Y,219,"Saint Paul","AVALON SCHOOL","AVALON SCHOOL"
03-04,MCA,03/09/2004,4075,7,10,"AVALON SCHOOL                      ","AVALON SCHOOL                      ",11,M,5,Race/Ethnicity,4-Black,Y,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32,40,128,9,Y,219,"Saint Paul","AVALON SCHOOL","AVALON SCHOOL"
03-04,MCA,03/09/2004,4075,7,10,"AVALON SCHOOL                      ","AVALON SCHOOL                      ",11,M,6,Race/Ethnicity,5-White,N,34,2,5,16,9,2,5.88,14.71,47.06,26.47,5.88,1571.47,NULL,NULL,NULL,NULL,32,40,128,9,Y,219,"Saint Paul","AVALON SCHOOL","AVALON SCHOOL"
03-04,MCA,03/09/2004,4075,7,10,"AVALON SCHOOL                      ","AVALON SCHOOL                      ",11,M,7,Gender,Male,N,22,2,4,12,4,0,9.09,18.18,54.55,18.18,0,1532.73,NULL,NULL,NULL,NULL,32,40,128,9,Y,219,"Saint Paul","AVALON SCHOOL","AVALON SCHOOL"
03-04,MCA,03/09/2004,4075,7,10,"AVALON SCHOOL                      ","AVALON SCHOOL                      ",11,M,8,Gender,Female,N,24,0,7,9,6,2,0,29.17,37.5,25,8.33,1561.67,NULL,NULL,NULL,NULL,32,40,128,9,Y,219,"Saint Paul","AVALON SCHOOL","AVALON SCHOOL"
